lon,lat,address
-90.1120473,30.0198345,"214 robert e lee blvd, new orleans, la 70124, usa"
-119.1298805,35.3913273,"11500 meacham rd, bakersfield, ca 93312, usa"
-122.8062456,38.551665,"9098 brooks rd s, windsor, ca 95492, usa"
-80.698273,28.0734664,"2245 coastal ln., melbourne, fl 32904, usa"
-93.2557621,43.1476358,"3575 4th st sw, mason city, ia 50401, usa"
-90.30479179999999,32.3299598,"941 us-80, clinton, ms 39056, usa"
-78.97763929999999,39.4422254,"280 keyser mall, keyser, wv 26726, usa"
-84.29450729999999,34.0047141,"2300 holcomb bridge rd, roswell, ga 30076, usa"
-82.7391815,28.0477349,"30280 us hwy 19 n, clearwater, fl 33761, usa"
-82.0904353,27.0175545,"peachland blvd, pt charlotte, fl 33954, usa"
-85.2002227,30.7627378,"4742 us-90, marianna, fl 32446, usa"
-76.8747535,40.26969769999999,"1150 goodwill dr, harrisburg, pa 17101, usa"
-122.7512642,38.4255983,"2245 challenger way #104santa, santa rosa, ca 95407, usa"
-89.67483059999999,30.5187511,"795 memorial blvd, picayune, ms 39466, usa"
-84.2998783,37.73439949999999,"eastern bypass, richmond, ky 40475, usa"
-87.87177059999999,42.69439759999999,"3131 s oakes rd, mt pleasant, wi 53406, usa"
-74.7033663,40.1763977,"594 us-206, bordentown township, nj 08505, usa"
-98.2707319,30.59649079999999,"2510 n u.s. hwy 281, marble falls, tx 78654, usa"
-94.0849547,33.4584751,"3410 st michael dr, texarkana, tx 75503, usa"
-80.87667549999999,35.8178785,"103 northcross ln, statesville, nc 28625, usa"
-84.3484039,33.9293624,"1165 perimeter center w, atlanta, ga 30346, usa"
-119.7811455,39.5473479,"2424 oddie blvd, sparks, nv 89431, usa"
-85.576225,42.270107,"420 e. alcott st, kalamazoo, mi 49001, usa"
-88.2231269,30.6400855,"2423 schillinger rd s, mobile, al 36695, usa"
-84.51237379999999,37.94793970000001,"brannon oaks, nicholasville, ky 40356, usa"
-101.8907127,33.5200555,"3502 82nd st, lubbock, tx 79423, usa"
-115.1351839,36.1241882,"3528 s maryland pkwy, las vegas, nv 89169, usa"
-95.97658369999999,35.9887065,"605 w 121st st, jenks, ok 74037, usa"
-118.3682475,34.1392994,"10900 ventura blvd, studio city, ca 91604, usa"
-87.2980541,30.459923,"5998 mobile hwy, pensacola, fl 32526, usa"
-81.5510297,30.2211102,"8101 southside blvd #5jacksonville, jacksonville, fl 32256, usa"
-80.3293182,43.3523404,"130 cedar st, cambridge, on n1s 1w4, canada"
-121.6364193,37.128725,"840 e dunne ave, morgan hill, ca 95037, usa"
-82.6258659,28.1893524,"11462 fl-54, new port richey, fl 34655, usa"
-87.68405369999999,41.7830677,"6054 s western ave, chicago, il 60636, usa"
-78.93598399999999,38.0669944,"132 lucy ln, waynesboro, va 22980, usa"
-93.6686129,42.0215971,"3718 lincoln way, ames, ia 50014, usa"
-118.0261564,33.7582789,"5948 westminster blvd, westminster, ca 92683, usa"
-98.70171099999999,29.4920976,"10650-10660, culebra rd, san antonio, tx 78251, usa"
-84.2447305,33.501739,"1748 hudson bridge rd, stockbridge, ga 30281, usa"
-89.39016140000001,43.0727667,"111 n broom st, madison, wi 53703, usa"
-93.8632238,32.4491465,"6713 pines rd suite b, shreveport, la 71129, usa"
-74.1596144,39.9205567,"333 u.s. 9, toms river, nj 08753, usa"
-121.3458311,38.5959791,"5107 fair oaks blvd, carmichael, ca 95608, usa"
-85.5895472,30.1444753,"129 s tyndall pkwy, panama city, fl 32404, usa"
-85.3803449,42.9309429,"11625 fulton st e, lowell, mi 49331, usa"
-82.70148449999999,28.3319723,"12023 us-19, hudson, fl 34667, usa"
-81.19288619999999,35.5658772,"201 island ford rd, maiden, nc 28650, usa"
-79.8752751,37.0076268,"970 tanyard rd, rocky mount, va 24151, usa"
-111.6822878,33.4642168,"2665 n power rd, mesa, az 85215, usa"
-76.4918958,41.0036609,"11 frosty valley rd, bloomsburg, pa 17815, usa"
-111.9968296,33.51043540000001,"3912 e camelback rd, phoenix, az 85018, usa"
-114.0324569,35.2203702,"3320 stockton hill rd ste e, kingman, az 86409, usa"
-89.5117418,44.4908453,"1017 commons cir, plover, wi 54467, usa"
-91.9164504,42.67822899999999,"120 w charles st, oelwein, ia 50662, usa"
-82.3378815,29.6734332,"1223 nw 23rd ave, gainesville, fl 32609, usa"
-97.5295383,35.3997499,"6616 s western ave, oklahoma city, ok 73139, usa"
-82.6860971,28.0320367,"fl-580, oldsmar, fl 34677, usa"
-97.323669,32.6590428,"old hemphill rd, fort worth, tx 76134, usa"
-122.3361208,45.57915879999999,"3307 evergreen way, washougal, wa 98671, usa"
-119.7509683,39.4253778,"10855 double r blvd suite c, reno, nv 89521, usa"
-123.0080741,44.9684794,"3235 portland rd ne, salem, or 97301, usa"
-87.5751914,37.9941766,"1820 n first ave, evansville, in 47710, usa"
-77.9064997,37.5605929,"2504 mitchell rd, powhatan, va 23139, usa"
-118.0025976,33.9467916,"15214 whittier blvd, whittier, ca 90603, usa"
-75.95485149999999,40.30685099999999,"602 e lancaster ave, reading, pa 19607, usa"
-95.18005149999999,30.0114844,"20669 w lake houston pkwy, humble, tx 77346, usa"
-81.2348663,29.5484701,"20 cypress point pkwy, palm coast, fl 32164, usa"
-79.25724009999999,43.1516514,"2 ridley rd, st. catharines, on l2r 7c3, canada"
-115.9760489,36.2038936,"loop rd, pahrump, nv 89048, usa"
-81.09291840000002,40.5824392,"709 canton rd nw, carrollton, oh 44615, usa"
-93.0642944,34.45650699999999,"garrison rd, hot springs, ar 71913, usa"
