"","lon","lat","address","zip","city","state","x2020_01","quartile","state_name","region","division"
"2669",-81.7646026,40.8521284,"1201 n main st, orrville, oh 44667, usa","44667","Orrville","OH",149423,"q2","Ohio","Midwest","East North Central"
"2670",-81.7803212,40.9828136,"366 n main st, rittman, oh 44270, usa","44270","Rittman","OH",125292,"q2","Ohio","Midwest","East North Central"
"2671",-88.1670999,30.5940172,"5363 us-90, mobile, al 36619, usa","36619","Mobile","AL",139500,"q2","Alabama","South","East South Central"
"2672",-77.6957826,37.8189839,"15188 clazemont rd, montpelier, va 23192, usa","23192","Montpelier","VA",311056,"q4","Virginia","South","South Atlantic"
"2673",-123.0825509,44.0502832,"685 e broadway, eugene, or 97401, usa","97401","Eugene","OR",377069,"q4","Oregon","West","Pacific"
"2674",-72.1207865,41.508517,"201 salem turnpike, norwich, ct 06360, usa","06360",NA,NA,NA,"q4",NA,NA,NA
"2675",-89.5576488,40.7241215,"2319 e war memorial dr, peoria, il 61614, usa","61614","Peoria","IL",128669,"q2","Illinois","Midwest","East North Central"
"2676",-119.2605438,34.2709083,"2710 e thompson blvd, ventura, ca 93003, usa","93003","Ventura","CA",612722,"q4","California","West","Pacific"
"2677",-85.7343727,38.2442842,"e broadway, louisville, ky 40204, usa","40204","Louisville","KY",208297,"q3","Kentucky","South","East South Central"
"2678",-76.6546119,39.4969514,"118 shawan rd, cockeysville, md 21030, usa","21030","Cockeysville","MD",372332,"q4","Maryland","South","South Atlantic"
"2679",-97.1301231,31.5255664,"2439 la salle ave, waco, tx 76706, usa","76706","Waco","TX",158149,"q2","Texas","South","West South Central"
"2680",-105.0487295,39.9149544,"4775 w 121st ave, broomfield, co 80020, usa","80020","Broomfield","CO",425451,"q4","Colorado","West","Mountain"
"2681",-77.725491,39.6474297,"151 n burhans blvd, hagerstown, md 21740, usa","21740","Hagerstown","MD",177098,"q3","Maryland","South","South Atlantic"
"2682",-98.459267,29.505762,"8001 n new braunfels ave, san antonio, tx 78209, usa","78209","San Antonio","TX",391066,"q4","Texas","South","West South Central"
"2683",-120.6826568,35.4988661,"4130 el camino real, atascadero, ca 93422, usa","93422","Atascadero","CA",536740,"q4","California","West","Pacific"
"2684",-79.8566764,37.4414072,"7367 lee hwy, troutville, va 24175, usa","24175","Troutville","VA",235376,"q3","Virginia","South","South Atlantic"
"2685",-115.157141,36.0137919,"330 e silverado ranch blvd, las vegas, nv 89183, usa","89183","Las Vegas","NV",287411,"q4","Nevada","West","Mountain"
"2686",-95.5962758,33.112291,"1428 s broadway st, sulphur springs, tx 75482, usa","75482","Sulphur Springs","TX",123599,"q2","Texas","South","West South Central"
"2687",-121.3322216,38.7700488,"4021 woodcreek oaks blvd #132roseville, roseville, ca 95747, usa","95747","Roseville","CA",511108,"q4","California","West","Pacific"
"2688",-87.1726389,38.6477223,"301 e highland ave, washington, in 47501, usa","47501","Washington","IN",106781,"q2","Indiana","Midwest","East North Central"
"2689",-88.215717,30.6860291,"7431 airport blvd, mobile, al 36608, usa","36608","Mobile","AL",149242,"q2","Alabama","South","East South Central"
"2690",-92.0291277,34.201824,"w 28th ave, pine bluff, ar 71603, usa","71603","Pine Bluff","AR",69000,"q1","Arkansas","South","West South Central"
"2691",-91.801765,30.000878,"1000 parkview dr, new iberia, la 70563, usa","70563","New Iberia","LA",152026,"q2","Louisiana","South","West South Central"
"2692",-93.0392591,41.6998879,"1118 1st ave e, newton, ia 50208, usa","50208","Newton","IA",115035,"q2","Iowa","Midwest","West North Central"
"2693",-75.8399853,41.3091406,"464 wyoming ave, wyoming, pa 18644, usa","18644","West Wyoming","PA",128157,"q2","Pennsylvania","Northeast","Middle Atlantic"
"2694",-84.3016021,33.8992049,"atlanta, ga 30341, usa","30341","Chamblee","GA",373990,"q4","Georgia","South","South Atlantic"
"2695",-84.4806192,34.0431451,"2401 shallowford rd, marietta, ga 30066, usa","30066","Marietta","GA",277302,"q4","Georgia","South","South Atlantic"
"2696",-84.2404337,30.4881555,"2729 capital cir ne, tallahassee, fl 32308, usa","32308","Tallahassee","FL",229775,"q3","Florida","South","South Atlantic"
"2697",-79.7969719,35.6928099,"1064 e dixie dr, asheboro, nc 27203, usa","27203","Asheboro","NC",111364,"q2","North Carolina","South","South Atlantic"
"2698",-121.8484774,36.6094723,"729 broadway ave, seaside, ca 93955, usa","93955","Seaside","CA",564461,"q4","California","West","Pacific"
"2699",-117.6911617,34.0329602,"12158 central ave, chino, ca 91710, usa","91710","Chino","CA",509081,"q4","California","West","Pacific"
"2700",-98.453079,29.641198,"7401, 21230 us-281, san antonio, tx 78258, usa","78258","San Antonio","TX",352581,"q4","Texas","South","West South Central"
"2701",-92.6655609,33.2376951,"n west ave, el dorado, ar 71730, usa","71730","El Dorado","AR",83707,"q1","Arkansas","South","West South Central"
"2702",-85.94746,39.1983639,"55 carr hill rd, columbus, in 47201, usa","47201","Columbus","IN",165525,"q3","Indiana","Midwest","East North Central"
"2703",-89.9628404,29.9493305,"3200 paris rd, chalmette, la 70043, usa","70043","Chalmette","LA",150352,"q2","Louisiana","South","West South Central"
"2704",-97.4772932,35.3387035,"107 n eastern ave, moore, ok 73160, usa","73160","Moore","OK",151128,"q2","Oklahoma","South","West South Central"
"2705",-83.3184781,30.8380773,"1000 st augustine rd, valdosta, ga 31601, usa","31601","Valdosta","GA",54070,"q1","Georgia","South","South Atlantic"
"2706",-81.3580092,28.5915019,"750 n orange ave, winter park, fl 32789, usa","32789","Winter Park","FL",487792,"q4","Florida","South","South Atlantic"
"2707",-83.654172,32.845131,"2193 vineville ave, macon, ga 31204, usa","31204","Macon","GA",62525,"q1","Georgia","South","South Atlantic"
"2708",-79.1198361,37.4661578,"4090 s amherst hwy, madison heights, va 24572, usa","24572","Madison Heights","VA",154348,"q2","Virginia","South","South Atlantic"
"2709",-84.3332227,30.45095,"2608 w tennessee st, tallahassee, fl 32304, usa","32304","Tallahassee","FL",92870,"q1","Florida","South","South Atlantic"
"2710",-81.207386,28.6441715,"1819 alafaya trail, oviedo, fl 32765, usa","32765","Oviedo","FL",320193,"q4","Florida","South","South Atlantic"
"2711",-90.2050383,38.6324104,"1727 locust st, st. louis, mo 63103, usa","63103","Saint Louis","MO",143105,"q2","Missouri","Midwest","West North Central"
"2712",-85.8886655,37.7371257,"n dixie hwy, elizabethtown, ky 42701, usa","42701","Elizabethtown","KY",171526,"q3","Kentucky","South","East South Central"
"2713",-98.4323964,29.4947458,"1533 austin hwy unit 102, san antonio, tx 78218, usa","78218","San Antonio","TX",152000,"q2","Texas","South","West South Central"
"2714",-108.5979871,39.0962355,"630 24 1/2 rd, grand junction, co 81505, usa","81505","Grand Junction","CO",322109,"q4","Colorado","West","Mountain"
"2715",-83.4161558,43.4756472,"1560 w caro rd, caro, mi 48723, usa","48723","Caro","MI",97584,"q1","Michigan","Midwest","East North Central"
"2716",-81.36978,28.5126229,"500 e michigan st, orlando, fl 32806, usa","32806","Orlando","FL",299558,"q4","Florida","South","South Atlantic"
"2717",-91.5015766,41.6435516,"1410 s 1st ave, iowa city, ia 52240, usa","52240","Iowa City","IA",219061,"q3","Iowa","Midwest","West North Central"
"2718",-117.9773428,34.0819909,"13550 ramona blvd, baldwin park, ca 91706, usa","91706","Baldwin Park","CA",478083,"q4","California","West","Pacific"
"2719",-85.4295779,41.7891785,"947 s centerville rd, sturgis, mi 49091, usa","49091","Sturgis","MI",130875,"q2","Michigan","Midwest","East North Central"
"2720",-84.4722104,38.0658649,"130 new circle rd, lexington, ky 40505, usa","40505","Lexington","KY",129651,"q2","Kentucky","South","East South Central"
"2721",-75.9832663,42.0976817,"3701 vestal pkwy e, vestal, ny 13850, usa","13850","Town Of Vestal","NY",151557,"q2","New York","Northeast","Middle Atlantic"
"2722",-121.2865773,38.7818487,"933 pleasant grove blvd, roseville, ca 95678, usa","95678","Roseville","CA",406766,"q4","California","West","Pacific"
"2723",-88.2703397,41.4549108,"426 w mondamin st, minooka, il 60447, usa","60447","Minooka","IL",224989,"q3","Illinois","Midwest","East North Central"
"2724",-80.2657333,26.6632609,"13833 wellington trace e1, wellington, fl 33414, usa","33414","Wellington","FL",385372,"q4","Florida","South","South Atlantic"
"2725",-97.3985302,42.8998484,"2508 fox run pkwy, yankton, sd 57078, usa","57078","Yankton","SD",178382,"q3","South Dakota","Midwest","West North Central"
"2726",-92.8392388,45.0348434,"5980 krueger ln, stillwater, mn 55082, usa","55082","Stillwater","MN",375273,"q4","Minnesota","Midwest","West North Central"
"2727",-86.1913858,39.7740683,"1635 w michigan st, indianapolis, in 46222, usa","46222","Indianapolis","IN",58657,"q1","Indiana","Midwest","East North Central"
"2728",-74.1357407,41.062513,"ramsey, nj 07446, usa","07446",NA,NA,NA,"q4",NA,NA,NA
"2729",-73.243412,42.354618,"68 willow creek rd, lenox, ma 01240, usa","01240",NA,NA,NA,"q4",NA,NA,NA
"2730",-73.8173694,42.7033196,"1 fuller rd, albany, ny 12205, usa","12205","Town of Colonie","NY",217772,"q3","New York","Northeast","Middle Atlantic"
"2731",-73.3001233,42.4634503,"pittsfield, ma 01201, usa","01201",NA,NA,NA,"q4",NA,NA,NA
"2732",-80.5816205,40.6728038,"15765 oh-170, calcutta, oh 43920, usa","43920","East Liverpool","OH",67663,"q1","Ohio","Midwest","East North Central"
"2733",-81.3501399,28.6528442,"7800 s us hwy 17 92, casselberry, fl 32730, usa","32730","Casselberry","FL",216908,"q3","Florida","South","South Atlantic"
"2734",-78.8137612,42.768188,"4250 mckinley pkwy, hamburg, ny 14075, usa","14075","Town of Hamburg","NY",200391,"q3","New York","Northeast","Middle Atlantic"
"2735",-88.9534311,30.4023311,"1955 pass rd, biloxi, ms 39531, usa","39531","Biloxi","MS",135227,"q2","Mississippi","South","East South Central"
"2736",-88.583178,44.780132,"300 lakeland rd, shawano, wi 54166, usa","54166","Shawano","WI",140987,"q2","Wisconsin","Midwest","East North Central"
"2737",-80.851841,35.031253,"16025 lancaster hwy, charlotte, nc 28277, usa","28277","Charlotte","NC",372037,"q4","North Carolina","South","South Atlantic"
"2738",-95.4945772,29.6768238,"9606 hillcroft st, houston, tx 77096, usa","77096","Houston","TX",344368,"q4","Texas","South","West South Central"
"2739",-93.7140802,32.427998,"8100 jump run dr, shreveport, la 71115, usa","71115","Shreveport","LA",195475,"q3","Louisiana","South","West South Central"
"2740",-97.1273068,31.5728311,"916 e waco dr, waco, tx 76704, usa","76704","Waco","TX",66774,"q1","Texas","South","West South Central"
"2741",-84.0205014,42.3035826,"1167 s main st, chelsea, mi 48118, usa","48118","Chelsea","MI",295093,"q4","Michigan","Midwest","East North Central"
"2742",-95.5766858,29.5772305,"5005 hwy 6, missouri city, tx 77459, usa","77459","Missouri City","TX",281167,"q4","Texas","South","West South Central"
"2743",-117.3082052,33.1794434,"3700 haymar dr, oceanside, ca 92056, usa","92056","Oceanside","CA",550187,"q4","California","West","Pacific"
"2744",-93.178051,44.9580935,"553 fairview ave n, st paul, mn 55104, usa","55104","Saint Paul","MN",249712,"q3","Minnesota","Midwest","West North Central"
"2745",-104.7552115,38.7908456,"2855 s academy blvd, colorado springs, co 80916, usa","80916","Colorado Springs","CO",253440,"q3","Colorado","West","Mountain"
"2746",-91.7965679,43.2897541,"915 short st, decorah, ia 52101, usa","52101","Decorah","IA",199176,"q3","Iowa","Midwest","West North Central"
"2747",-87.9072762,42.7155868,"1630 enterprise dr, sturtevant, wi 53177, usa","53177","Sturtevant","WI",200365,"q3","Wisconsin","Midwest","East North Central"
"2748",-118.2020267,33.789694,"800 w pacific coast hwy, long beach, ca 90806, usa","90806","Long Beach","CA",546214,"q4","California","West","Pacific"
"2749",-92.0854252,37.9980834,"508 5th st, dixon, mo 65459, usa","65459","Dixon","MO",135786,"q2","Missouri","Midwest","West North Central"
"2750",-93.1361681,35.3158349,"n arkansas ave, russellville, ar 72802, usa","72802","Russellville","AR",154177,"q2","Arkansas","South","West South Central"
"2751",NA,NA,NA,NA,NA,NA,NA,"q4",NA,NA,NA
"2752",-122.033443,37.3672574,"715 sunnyvale saratoga rd, sunnyvale, ca 94087, usa","94087","Sunnyvale","CA",1935704,"q4","California","West","Pacific"
"2753",-81.7823761,28.8209124,"10600 us-441, leesburg, fl 34788, usa","34788","Leesburg","FL",177336,"q3","Florida","South","South Atlantic"
"2754",-83.329201,43.050451,"1945 w genesee st, lapeer, mi 48446, usa","48446","Lapeer","MI",180005,"q3","Michigan","Midwest","East North Central"
"2755",-92.6475223,41.295351,"200 high ave w #1oskaloosa, oskaloosa, ia 52577, usa","52577","Oskaloosa","IA",116449,"q2","Iowa","Midwest","West North Central"
"2756",-95.4696306,30.3170628,"1102 w dallas st, conroe, tx 77301, usa","77301","Conroe","TX",162207,"q2","Texas","South","West South Central"
"2757",-70.2533184,43.6351845,"50 market st, south portland, me 04106, usa","04106",NA,NA,NA,"q4",NA,NA,NA
"2758",-85.0057904,41.1301018,"10540 maysville rd, fort wayne, in 46815, usa","46815","Fort Wayne","IN",150252,"q2","Indiana","Midwest","East North Central"
"2759",-112.219431,33.4815543,"2929 n 75th ave, phoenix, az 85033, usa","85033","Phoenix","AZ",190729,"q3","Arizona","West","Mountain"
"2760",-121.09306,38.9368102,"2460 grass valley hwy, auburn, ca 95603, usa","95603","Auburn","CA",476875,"q4","California","West","Pacific"
"2761",-123.2053064,44.2266747,"1495 pacific hwy w, junction city, or 97448, usa","97448","Junction City","OR",317629,"q4","Oregon","West","Pacific"
"2762",-78.0271961,41.7677227,"149 us-6, coudersport, pa 16915, usa","16915","Coudersport","PA",110244,"q2","Pennsylvania","Northeast","Middle Atlantic"
"2763",-81.2878345,28.5137533,"7390 curry ford rd, orlando, fl 32822, usa","32822","Orlando","FL",201002,"q3","Florida","South","South Atlantic"
"2764",-77.4927878,38.2435192,"4701 market st a, fredericksburg, va 22408, usa","22408","Fredericksburg","VA",289853,"q4","Virginia","South","South Atlantic"
"2765",-121.7580585,36.9116923,"470 main st, watsonville, ca 95076, usa","95076","Watsonville","CA",609584,"q4","California","West","Pacific"
"2766",-97.6841479,30.5190031,"150 w palm valley blvd, round rock, tx 78664, usa","78664","Round Rock","TX",254732,"q3","Texas","South","West South Central"
"2767",-97.4505168,32.7555645,"625 s cherry ln, white settlement, tx 76108, usa","76108","Fort Worth","TX",195638,"q3","Texas","South","West South Central"
"2768",-88.4738202,43.0859843,"1408 summit ave, oconomowoc, wi 53066, usa","53066","Oconomowoc","WI",353849,"q4","Wisconsin","Midwest","East North Central"
"2769",-83.8799791,36.8667181,"us-25e scenic, barbourville, ky, usa","ky",NA,NA,NA,"q4",NA,NA,NA
"2770",-86.4862686,30.3908107,"747 harbor blvd, destin, fl 32541, usa","32541","Destin","FL",412835,"q4","Florida","South","South Atlantic"
"2771",-122.0363542,36.9876598,"350 encinal st, santa cruz, ca 95060, usa","95060","Santa Cruz","CA",930531,"q4","California","West","Pacific"
"2772",-83.3159398,38.6018353,"104 market st, vanceburg, ky 41179, usa","41179","Vanceburg","KY",67430,"q1","Kentucky","South","East South Central"
"2773",-118.1479942,34.1355629,"112 e california blvd, pasadena, ca 91105, usa","91105","Pasadena","CA",1203353,"q4","California","West","Pacific"
"2774",-84.2678376,30.4668507,"1943 thomasville rd, tallahassee, fl 32303, usa","32303","Tallahassee","FL",154149,"q2","Florida","South","South Atlantic"
"2775",-84.9443404,32.4819201,"3201 macon rd #255bcolumbus, columbus, ga 31906, usa","31906","Columbus","GA",70934,"q1","Georgia","South","South Atlantic"
"2776",-119.0407648,34.2191752,"267 arneill rd store 267, camarillo, ca 93010, usa","93010","Camarillo","CA",640388,"q4","California","West","Pacific"
"2777",-117.4085624,47.6533357,"130 e 3rd ave, spokane, wa 99202, usa","99202","Spokane","WA",207752,"q3","Washington","West","Pacific"
"2778",-87.5314718,38.6611858,"1540 willow st, vincennes, in 47591, usa","47591","Vincennes","IN",101307,"q1","Indiana","Midwest","East North Central"
"2779",-158.0867825,21.3317949,"488 kamokila blvd, kapolei, hi 96707, usa","96707","Kapolei","HI",647412,"q4","Hawaii","West","Pacific"
"2780",-78.9740725,33.87967,"conway, sc 29526, usa","29526","Conway","SC",176590,"q3","South Carolina","South","South Atlantic"
"2781",-98.6513954,29.4158753,"1739 sw loop 410, san antonio, tx 78227, usa","78227","San Antonio","TX",133750,"q2","Texas","South","West South Central"
"2782",-93.7349404,41.6575193,"5355 nw 86th st, johnston, ia 50131, usa","50131","Johnston","IA",289718,"q4","Iowa","Midwest","West North Central"
"2783",-85.30478,29.814276,"210 monument ave, port st joe, fl 32456, usa","32456","Port Saint Joe","FL",261867,"q3","Florida","South","South Atlantic"
"2784",-82.8085962,27.9171605,"1990 w bay dr, largo, fl 33770, usa","33770","Largo","FL",235432,"q3","Florida","South","South Atlantic"
"2785",-83.4938571,36.1135911,"125 w broadway blvd, jefferson city, tn 37760, usa","37760","Jefferson City","TN",156365,"q2","Tennessee","South","East South Central"
"2786",-77.1915742,38.2712007,"kings hwy, king george, va, usa","va",NA,NA,NA,"q4",NA,NA,NA
"2787",-85.6513984,41.9443058,"215 us-131, three rivers, mi 49093, usa","49093","Three Rivers","MI",144503,"q2","Michigan","Midwest","East North Central"
"2788",-83.421703,36.017658,"1040 tn-92, dandridge, tn 37725, usa","37725","Dandridge","TN",187790,"q3","Tennessee","South","East South Central"
"2789",-82.0858216,29.2003364,"3711 e silver springs blvd, ocala, fl 34470, usa","34470","Ocala","FL",138368,"q2","Florida","South","South Atlantic"
"2790",-85.975065,41.7402529,"120 sanford school rd e, elkhart, in 46514, usa","46514","Elkhart","IN",154250,"q2","Indiana","Midwest","East North Central"
"2791",-78.2966105,36.095313,"136 s bickett blvd, louisburg, nc 27549, usa","27549","Louisburg","NC",167087,"q3","North Carolina","South","South Atlantic"
"2792",-118.3641705,34.1520112,"10714 riverside dr, north hollywood, ca 91602, usa","91602","Los Angeles","CA",886445,"q4","California","West","Pacific"
"2793",-81.1863212,35.9139378,"606 7th st sw, taylorsville, nc 28681, usa","28681","Taylorsville","NC",161112,"q2","North Carolina","South","South Atlantic"
"2794",-111.9775402,33.7418591,"28255 n tatum blvd, cave creek, az 85331, usa","85331","Phoenix","AZ",512741,"q4","Arizona","West","Mountain"
"2795",-80.4550876,41.2312832,"2986 e state st, hermitage, pa 16148, usa","16148","Hermitage","PA",161717,"q2","Pennsylvania","Northeast","Middle Atlantic"
"2796",-122.1503436,37.4368483,"churchill ave, palo alto, ca, usa","ca",NA,NA,NA,"q4",NA,NA,NA
"2797",-79.8115078,35.8009171,"101 pointe s dr, randleman, nc 27317, usa","27317","Randleman","NC",152691,"q2","North Carolina","South","South Atlantic"
"2798",NA,NA,NA,NA,NA,NA,NA,"q4",NA,NA,NA
"2799",-122.6719674,42.1834358,"639 tolman creek rd, ashland, or 97520, usa","97520","Ashland","OR",463152,"q4","Oregon","West","Pacific"
"2800",-83.3295791,44.4285985,"5122 n u.s. 23, oscoda, mi 48750, usa","48750","Oscoda","MI",78691,"q1","Michigan","Midwest","East North Central"
"2801",-80.909798,35.804198,"1441 wilkesboro hwy, statesville, nc 28625, usa","28625","Statesville","NC",172600,"q3","North Carolina","South","South Atlantic"
"2802",-117.2046361,32.7505715,"3663 rosecrans st, san diego, ca 92110, usa","92110","San Diego","CA",689175,"q4","California","West","Pacific"
"2803",-95.4900705,30.4226469,"12466 interstate 45 n, willis, tx 77378, usa","77378","Willis","TX",170612,"q3","Texas","South","West South Central"
"2804",-84.6098848,33.6126306,"5370 campbellton fairburn rd, fairburn, ga 30213, usa","30213","Fairburn","GA",195374,"q3","Georgia","South","South Atlantic"
"2805",-76.2799073,36.712628,"1101 cedar rd, chesapeake, va 23322, usa","23322","Chesapeake","VA",363248,"q4","Virginia","South","South Atlantic"
"2806",-77.0749514,41.7955092,"401 s main st, mansfield, pa 16933, usa","16933","Richmond Township","PA",179542,"q3","Pennsylvania","Northeast","Middle Atlantic"
"2807",-85.5804321,43.220399,"3595 17 mile rd ne, cedar springs, mi 49319, usa","49319","Cedar Springs","MI",207189,"q3","Michigan","Midwest","East North Central"
"2808",-80.0670896,33.0370401,"900 channing way, goose creek, sc 29445, usa","29445","Goose Creek","SC",198030,"q3","South Carolina","South","South Atlantic"
"2809",-86.152246,34.205708,"1342 us-431, boaz, al 35957, usa","35957","Boaz","AL",99030,"q1","Alabama","South","East South Central"
"2810",-81.8397961,41.2281456,"1733 pearl rd, brunswick, oh 44212, usa","44212","Brunswick","OH",202520,"q3","Ohio","Midwest","East North Central"
"2811",-83.792523,38.6276459,"market place drive, maysville, ky 41056, usa","41056","Maysville","KY",87532,"q1","Kentucky","South","East South Central"
"2812",-119.7555334,34.4392469,"4001 state st, santa barbara, ca 93110, usa","93110","Santa Barbara","CA",1123348,"q4","California","West","Pacific"
"2813",-117.0420253,32.7722103,"70th st. trolley station, la mesa, ca 91942, usa","91942","La Mesa","CA",537032,"q4","California","West","Pacific"
"2814",-84.612523,34.0148089,"2500 cobb pkwy n, kennesaw, ga 30152, usa","30152","Kennesaw","GA",294299,"q4","Georgia","South","South Atlantic"
"2815",-84.845356,37.751794,"s college st, harrodsburg, ky 40330, usa","40330","Harrodsburg","KY",128967,"q2","Kentucky","South","East South Central"
"2816",-82.3535597,26.969518,"398 n indiana ave, englewood, fl 34223, usa","34223","Englewood","FL",264416,"q4","Florida","South","South Atlantic"
"2817",-91.7087579,35.2505621,"e race ave, searcy, ar 72143, usa","72143","Searcy","AR",135327,"q2","Arkansas","South","West South Central"
"2818",-81.1489929,36.1803709,"21 sparta rd, north wilkesboro, nc 28659, usa","28659","North Wilkesboro","NC",113612,"q2","North Carolina","South","South Atlantic"
"2819",-92.437501,41.0119529,"850 n quincy ave, ottumwa, ia 52501, usa","52501","Ottumwa","IA",74292,"q1","Iowa","Midwest","West North Central"
"2820",-79.9343979,37.3225475,"4812 hollins rd, roanoke, va 24019, usa","24019","Roanoke","VA",190443,"q3","Virginia","South","South Atlantic"
"2821",-69.6325865,44.5495067,"10 concourse w, waterville, me 04901, usa","04901",NA,NA,NA,"q4",NA,NA,NA
"2822",-121.3273114,38.63918,"4126 manzanita ave, carmichael, ca 95608, usa","95608","Carmichael","CA",426111,"q4","California","West","Pacific"
"2823",-80.5594212,35.0048053,"2115 w roosevelt blvd, monroe, nc 28110, usa","28110","Monroe","NC",227387,"q3","North Carolina","South","South Atlantic"
"2824",-79.4284552,36.0660477,"2320 maple ave, burlington, nc 27215, usa","27215","Burlington","NC",171676,"q3","North Carolina","South","South Atlantic"
"2825",-80.855711,36.270094,"1457 n bridge st, elkin, nc 28621, usa","28621","Elkin","NC",131971,"q2","North Carolina","South","South Atlantic"
"2826",-84.3233475,30.4902609,"3416 n monroe st, tallahassee, fl 32303, usa","32303","Tallahassee","FL",154149,"q2","Florida","South","South Atlantic"
"2827",-97.9163635,29.8825839,"1005 tx-80, san marcos, tx 78666, usa","78666","San Marcos","TX",232396,"q3","Texas","South","West South Central"
"2828",-122.8727475,38.6145493,"513 healdsburg ave, healdsburg, ca 95448, usa","95448","Healdsburg","CA",749354,"q4","California","West","Pacific"
"2829",-122.6988974,38.448654,"1720 4th st, santa rosa, ca 95404, usa","95404","Santa Rosa","CA",647775,"q4","California","West","Pacific"
"2830",-97.3743334,31.0609305,"4108 s 31st st, temple, tx 76502, usa","76502","Temple","TX",180888,"q3","Texas","South","West South Central"
"2831",-82.5481488,28.1870793,"16138 fl-54, odessa, fl 33556, usa","33556","Odessa","FL",414575,"q4","Florida","South","South Atlantic"
"2832",-80.0311364,32.7038689,"seabrook island, sc 29455, usa","29455","Charleston","SC",411625,"q4","South Carolina","South","South Atlantic"
"2833",NA,NA,NA,NA,NA,NA,NA,"q4",NA,NA,NA
"2834",-97.3505586,32.650151,"2100 altamesa blvd, fort worth, tx 76134, usa","76134","Fort Worth","TX",176954,"q3","Texas","South","West South Central"
"2835",-85.4799339,32.6382604,"2900 e university dr #145auburn, auburn, al 36830, usa","36830","Auburn","AL",260333,"q3","Alabama","South","East South Central"
"2836",-94.6668056,38.8838427,"w 135th st, overland park, ks 66223, usa","66223","Overland Park","KS",346453,"q4","Kansas","Midwest","West North Central"
"2837",-85.2760466,42.3358569,"4820 wayne rd, battle creek, mi 49037, usa","49037","Battle Creek","MI",74203,"q1","Michigan","Midwest","East North Central"
"2838",-87.3248287,41.4653553,"8415 georgia st, merrillville, in 46410, usa","46410","Merrillville","IN",162237,"q2","Indiana","Midwest","East North Central"
"2839",-117.020433,32.7895876,"6127 lake murray blvd, la mesa, ca 91942, usa","91942","La Mesa","CA",537032,"q4","California","West","Pacific"
"2840",-84.5604984,38.1899248,"1002 lexington rd ste 8, georgetown, ky 40324, usa","40324","Georgetown","KY",200957,"q3","Kentucky","South","East South Central"
"2841",-81.277434,40.8347196,"1704 w main st, louisville, oh 44641, usa","44641","Louisville","OH",154933,"q2","Ohio","Midwest","East North Central"
"2842",-84.0478658,34.3578094,"800 ga-400, dawsonville, ga 30534, usa","30534","Dawsonville","GA",250898,"q3","Georgia","South","South Atlantic"
"2843",-84.3283203,30.4406496,"2551 w pensacola st, tallahassee, fl 32304, usa","32304","Tallahassee","FL",92870,"q1","Florida","South","South Atlantic"
"2844",-95.2517796,30.039602,"22614 tx-494 loop, humble, tx 77339, usa","77339","Houston","TX",209555,"q3","Texas","South","West South Central"
"2845",-98.5345873,29.3552547,"2514 sw military dr, san antonio, tx 78224, usa","78224","San Antonio","TX",140446,"q2","Texas","South","West South Central"
"2846",-81.5524154,41.0122198,"3235 manchester rd, akron, oh 44319, usa","44319","Portage Lakes","OH",158107,"q2","Ohio","Midwest","East North Central"
"2847",-71.08,42.3311111,"1010 harrison ave, boston, ma 02119, usa","02119",NA,NA,NA,"q4",NA,NA,NA
"2848",-69.1004496,44.1225955,"202 camden st, rockland, me 04841, usa","04841",NA,NA,NA,"q4",NA,NA,NA
"2849",-89.147416,30.8451728,"1045 e frontage dr unit d, wiggins, ms 39577, usa","39577","Wiggins","MS",104332,"q1","Mississippi","South","East South Central"
"2850",-82.9281175,40.1173862,"320 s state st, westerville, oh 43081, usa","43081","Westerville","OH",248409,"q3","Ohio","Midwest","East North Central"
"2851",-95.371791,29.5568834,"9811 broadway st, pearland, tx 77584, usa","77584","Pearland","TX",273226,"q4","Texas","South","West South Central"
"2852",-97.6026539,30.453709,"1701 farm to market 685, pflugerville, tx 78660, usa","78660","Pflugerville","TX",270712,"q4","Texas","South","West South Central"
"2853",-112.3308998,33.6235351,"14063 grand ave, el mirage, az 85335, usa","85335","El Mirage","AZ",219060,"q3","Arizona","West","Mountain"
"2854",-97.4716171,35.6386686,"777 e 15th st, edmond, ok 73013, usa","73013","Edmond","OK",226220,"q3","Oklahoma","South","West South Central"
"2855",-76.6566696,39.2251052,"800 central ave, linthicum heights, md 21090, usa","21090","Linthicum Heights","MD",305807,"q4","Maryland","South","South Atlantic"
"2856",-95.885568,36.074141,"8228 e 61st st, tulsa, ok 74133, usa","74133","Tulsa","OK",193461,"q3","Oklahoma","South","West South Central"
"2857",-74.3978736,40.4467678,"415 nj-18, east brunswick, nj 08816, usa","08816",NA,NA,NA,"q4",NA,NA,NA
"2858",-76.559338,39.515765,"3433 sweet air rd, phoenix, md 21131, usa","21131","Phoenix","MD",526374,"q4","Maryland","South","South Atlantic"
"2859",-90.3315085,38.506202,"18 s county center way, st. louis, mo 63129, usa","63129","Oakville","MO",235203,"q3","Missouri","Midwest","West North Central"
"2860",-80.3089496,40.9685329,"2611 ellwood rd, new castle, pa 16101, usa","16101","New Castle","PA",70754,"q1","Pennsylvania","Northeast","Middle Atlantic"
"2861",-88.0714521,30.7978197,"1016 hwy 43 s, saraland, al 36571, usa","36571","Saraland","AL",151674,"q2","Alabama","South","East South Central"
