"","lon","lat","address","zip","city","state","metro","county_name","x2020_01","quartile"
"432",-86.3164014,44.2351846,"282 12th st, manistee, mi 49660, usa","49660","Manistee","MI","","Manistee County",134575,"q2"
"433",-117.075248,32.660312,"2300 sweetwater rd, national city, ca 91950, usa","91950","National City","CA","San Diego-Carlsbad","San Diego County",454005,"q4"
"434",-97.1316472,32.6710423,"4621 s cooper st, arlington, tx 76017, usa","76017","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",225799,"q3"
"435",-85.1455128,41.1165312,"4122 lima rd store 4122, fort wayne, in 46805, usa","46805","Fort Wayne","IN","Fort Wayne","Allen County",105385,"q1"
"436",-80.2743816,36.0897148,"2202 cloverdale ave nw, winston-salem, nc 27103, usa","27103","Winston-Salem","NC","Winston-Salem","Forsyth County",169202,"q3"
"437",-81.4898822,30.3170493,"11900 atlantic blvd, jacksonville, fl 32225, usa","32225","Jacksonville","FL","Jacksonville","Duval County",249444,"q3"
"438",-98.701711,29.4920976,"10650-10660, culebra rd, san antonio, tx 78251, usa","78251","San Antonio","TX","San Antonio-New Braunfels","Bexar County",197668,"q3"
"439",-81.961064,34.9759495,"1300 asheville hwy, spartanburg, sc 29303, usa","29303","Spartanburg","SC","Spartanburg","Spartanburg County",109977,"q2"
"440",-82.702254,30.1823173,"4281 w us hwy 90, lake city, fl 32055, usa","32055","Lake City","FL","Lake City","Columbia County",124266,"q2"
"441",-84.2768255,30.5002245,"3401 n meridian rd, tallahassee, fl 32312, usa","32312","Tallahassee","FL","Tallahassee","Leon County",307218,"q4"
"442",-80.1704081,25.9852347,"3149 w hallandale beach blvd, hallandale beach, fl 33009, usa","33009","Hallandale","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",214138,"q3"
"443",-83.421703,36.017658,"1040 tn-92, dandridge, tn 37725, usa","37725","Dandridge","TN","Morristown","Jefferson County",187790,"q3"
"444",-84.3281559,30.4390276,"300 mabry st, tallahassee, fl 32304, usa","32304","Tallahassee","FL","Tallahassee","Leon County",92870,"q1"
"445",-78.490654,35.798878,"7025 knightdale blvd, knightdale, nc 27545, usa","27545","Knightdale","NC","Raleigh","Wake County",224736,"q3"
"446",-81.243336,28.2450709,"2009 hickory tree rd, st cloud, fl 34772, usa","34772","Saint Cloud","FL","Orlando-Kissimmee-Sanford","Osceola County",261906,"q3"
"447",-89.3688603,30.3760692,"4405 e aloha dr, diamondhead, ms 39525, usa","39525","Diamondhead","MS","Gulfport-Biloxi-Pascagoula","Hancock County",164902,"q3"
"448",-84.2945073,34.0047141,"2300 holcomb bridge rd, roswell, ga 30076, usa","30076","Roswell","GA","Atlanta-Sandy Springs-Roswell","Fulton County",373172,"q4"
"449",-87.2980541,30.459923,"5998 mobile hwy, pensacola, fl 32526, usa","32526","Pensacola","FL","Pensacola-Ferry Pass-Brent","Escambia County",163399,"q2"
"450",-82.64231,27.770029,"624 1st ave s, st. petersburg, fl 33701, usa","33701","Saint Petersburg","FL","Tampa-St. Petersburg-Clearwater","Pinellas County",469194,"q4"
"451",-121.7824788,36.9197111,"1986 main st, watsonville, ca 95076, usa","95076","Watsonville","CA","Santa Cruz-Watsonville","Santa Cruz County",609584,"q4"
"452",-83.2171787,41.1099873,"2437 w market st, tiffin, oh 44883, usa","44883","Tiffin","OH","Tiffin","Seneca County",122274,"q2"
"453",-90.3459578,43.3141142,"2496 us-14, richland center, wi 53581, usa","53581","Richland Center","WI","","Richland County",137945,"q2"
"454",-119.6737728,34.4182729,"335 s milpas st, santa barbara, ca 93103, usa","93103","Santa Barbara","CA","Santa Maria-Santa Barbara","Santa Barbara County",1068357,"q4"
"455",-78.9148124,38.2845396,"51 franklin st, weyers cave, va 24486, usa","24486","Weyers Cave","VA","Staunton-Waynesboro","Augusta County",223237,"q3"
"456",-84.1506892,40.7498257,"2350 allentown rd, lima, oh 45805, usa","45805","Lima","OH","Lima","Allen County",111549,"q2"
"457",-73.7370507,45.4393185,"707 chemin bord-du-lac, dorval, qc h9s 2b9, canada","canada",NA,NA,NA,NA,NA,"q4"
"458",-110.9472893,32.2046539,"s cherrybell stra, tucson, az 85713, usa","85713","Tucson","AZ","Tucson","Pima County",148894,"q2"
"459",-112.4132264,33.4356837,"16480 w yuma rd, goodyear, az 85338, usa","85338","Goodyear","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",277961,"q4"
"460",-91.6177253,37.9995603,"319 n jefferson st, st james, mo 65559, usa","65559","Saint James","MO","Rolla","Phelps County",142147,"q2"
"461",-122.1259456,37.4151801,"4085 el camino way, palo alto, ca 94306, usa","94306","Palo Alto","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",2716541,"q4"
"462",-92.3189957,34.6848014,"scott hamilton dr, little rock, ar 72209, usa","72209","Little Rock","AR","Little Rock-North Little Rock-Conway","Pulaski County",72405,"q1"
"463",-72.7134569,41.7475115,"315 new park ave, hartford, ct 06106, usa","06106",NA,NA,NA,NA,NA,"q4"
"464",-89.8382484,35.0488185,"6745 winchester rd, memphis, tn 38115, usa","38115","Memphis","TN","Memphis","Shelby County",119710,"q2"
"465",NA,NA,NA,NA,NA,NA,NA,NA,NA,"q4"
"466",-77.0986239,38.7352841,"8228 richmond hwy, alexandria, va 22309, usa","22309","Mount Vernon","VA","Washington-Arlington-Alexandria","Fairfax County",453467,"q4"
"467",-115.2053992,35.9970104,"10600 southern highlands pkwy, las vegas, nv 89141, usa","89141","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",352187,"q4"
"468",-84.1669872,33.4553112,"250 jonesboro rd, mcdonough, ga 30253, usa","30253","McDonough","GA","Atlanta-Sandy Springs-Roswell","Henry County",200823,"q3"
"469",-81.9842733,34.9129585,"e blackstock rd, spartanburg, sc 29301, usa","29301","Spartanburg","SC","Spartanburg","Spartanburg County",146871,"q2"
"470",-77.0544226,35.5596214,"630 w 15th st store 630, washington, nc 27889, usa","27889","Washington","NC","Washington","Beaufort County",138969,"q2"
"471",-81.8762751,34.9756201,"dawn redwood dr, spartanburg, sc 29307, usa","29307","Spartanburg","SC","Spartanburg","Spartanburg County",161590,"q2"
"472",-79.1563283,41.8677783,"1079 market st, warren, pa 16365, usa","16365","Warren","PA","Warren","Warren County",103278,"q1"
"473",-84.0397627,34.3649666,"66 s 400 center ln ste 140-150, dawsonville, ga 30534, usa","30534","Dawsonville","GA","Atlanta-Sandy Springs-Roswell","Dawson County",250898,"q3"
"474",-95.1800515,30.0114844,"20669 w lake houston pkwy, humble, tx 77346, usa","77346","Atascocita","TX","Houston-The Woodlands-Sugar Land","Harris County",222249,"q3"
"475",-86.6022113,36.3198676,"205a indian lake blvd, hendersonville, tn 37075, usa","37075","Hendersonville","TN","Nashville-Davidson--Murfreesboro--Franklin","Sumner County",305937,"q4"
"476",-121.3458311,38.5959791,"5107 fair oaks blvd, carmichael, ca 95608, usa","95608","Carmichael","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",426111,"q4"
"477",-80.1019162,26.5135176,"3499 woolbright rd, boynton beach, fl 33436, usa","33436","Boynton Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",268887,"q4"
"478",-80.2341679,36.1108073,"1253 n liberty st, winston-salem, nc 27101, usa","27101","Winston-Salem","NC","Winston-Salem","Forsyth County",119011,"q2"
"479",-89.3758917,43.0810465,"10 n livingston st, madison, wi 53703, usa","53703","Madison","WI","Madison","Dane County",365249,"q4"
"480",-82.4631751,27.3528898,"1704 n honore ave, sarasota, fl 34235, usa","34235","Sarasota","FL","North Port-Sarasota-Bradenton","Sarasota County",219166,"q3"
"481",-104.9904157,39.5672296,"161 w county line rd, highlands ranch, co 80129, usa","80129","Highlands Ranch","CO","Denver-Aurora-Lakewood","Douglas County",491981,"q4"
"482",-97.323669,32.6590428,"old hemphill rd, fort worth, tx 76134, usa","76134","Fort Worth","TX","Dallas-Fort Worth-Arlington","Tarrant County",176954,"q3"
"483",-78.7959575,35.6650519,"101 matthews dr, holly springs, nc 27540, usa","27540","Holly Springs","NC","Raleigh","Wake County",337588,"q4"
"484",-121.7139516,38.5528138,"2939 spafford st, davis, ca 95618, usa","95618","Davis","CA","Sacramento--Roseville--Arden-Arcade","Yolo County",675271,"q4"
"485",-81.9046286,26.7244749,"17940 n tamiami trail #115n, north fort myers, fl 33903, usa","33903","North Fort Myers","FL","Cape Coral-Fort Myers","Lee County",180765,"q3"
"486",-87.9664816,44.4768691,"1301 brosig st, green bay, wi 54311, usa","54311","Green Bay","WI","Green Bay","Brown County",221750,"q3"
"487",-117.621909,33.4405808,"2001 calle frontera, san clemente, ca 92673, usa","92673","San Clemente","CA","Los Angeles-Long Beach-Anaheim","Orange County",959719,"q4"
"488",-82.8212175,39.9806888,"6847 e broad st, columbus, oh 43213, usa","43213","Whitehall","OH","Columbus","Franklin County",127329,"q2"
"489",-81.7146778,35.7545577,"118 bost rd, morganton, nc 28655, usa","28655","Morganton","NC","Hickory-Lenoir-Morganton","Burke County",150329,"q2"
"490",-98.274976,29.6041087,"6102 fm3009, schertz, tx 78154, usa","78154","Schertz","TX","San Antonio-New Braunfels","Guadalupe County",229759,"q3"
"491",-122.7512642,38.4255983,"2245 challenger way #104santa, santa rosa, ca 95407, usa","95407","Santa Rosa","CA","Santa Rosa","Sonoma County",524181,"q4"
"492",-123.1398295,44.0496999,"855 seneca rd, eugene, or 97402, usa","97402","Eugene","OR","Eugene","Lane County",281129,"q4"
"493",-89.603209,40.547859,"3245 court st, pekin, il 61554, usa","61554","Pekin","IL","Peoria","Tazewell County",92558,"q1"
"494",-95.7719367,44.4332542,"1200 e main st, marshall, mn 56258, usa","56258","Marshall","MN","Marshall","Lyon County",179047,"q3"
"495",-84.2074426,33.8516813,"4400 hugh howell rd, tucker, ga 30084, usa","30084","Tucker","GA","Atlanta-Sandy Springs-Roswell","Dekalb County",254774,"q3"
"496",-94.7479598,31.3369459,"301 hill st, lufkin, tx 75904, usa","75904","Lufkin","TX","Lufkin","Angelina County",134360,"q2"
"497",-98.3725107,29.5088397,"5722 walzem rd #103, san antonio, tx 78218, usa","78218","San Antonio","TX","San Antonio-New Braunfels","Bexar County",152000,"q2"
"498",-77.3697224,37.1837383,"65 crater cir, petersburg, va 23805, usa","23805","Petersburg","VA","Richmond","Petersburg City",141247,"q2"
"499",-98.5623159,33.8570295,"4609 southwest pkwy, wichita falls, tx 76310, usa","76310","Wichita Falls","TX","Wichita Falls","Wichita County",155060,"q2"
"500",-104.8205644,39.6234777,"14400 e belleview ave, aurora, co 80015, usa","80015","Aurora","CO","Denver-Aurora-Lakewood","Arapahoe County",418578,"q4"
